tweet_id,created_at,text,user_id,screen_name,verified,followers_count,retweet_count,like_count,hashtags,mentions,urls,language
1886565185701495249,Mon Feb 03 23:59:25 +0000 2025,Air Jordan 4 “Black cats” Vs “Black cat” 3s 🐈‍⬛🔥 Which one is better ?👀 #Trending #explorepage #sneakerhead #fyp #jordan #nike #streetwear #retro #jumpman #copordrop https://t.co/U6H4uEvPXT,1877252495157932032,wtfwoadie,False,2,1,2,"['#Trending', '#explorepage', '#sneakerhead', '#fyp', '#jordan', '#nike', '#streetwear', '#retro', '#jumpman', '#copordrop']",[],['https://t.co/U6H4uEvPXT'],en
1886565176352112960,Mon Feb 03 23:59:23 +0000 2025,Same energy as dumb republicans burning their Nike wear they already purchased,564837622,Kill_Cam13,False,205,0,0,[],[],[],en
1886565008575750461,Mon Feb 03 23:58:43 +0000 2025,"@APMahoney @snkr_twitr @Nike @trvisXX @nikestore I can’t believe my pair only 1108 and still don’t arrive yet,lol Congrats,fam 🔥🫡",1098274746,MR_CALL_DUTY,False,1150,0,1,[],"['@APMahoney', '@snkr_twitr', '@Nike', '@trvisXX', '@nikestore']",[],en
1886564986517889403,Mon Feb 03 23:58:38 +0000 2025,@TBGeneration @Nike It’s lit,1834310863974547456,aswann939,False,47,0,0,[],"['@TBGeneration', '@Nike']",[],en
1886564954024608191,Mon Feb 03 23:58:30 +0000 2025,i like my bitch when she wear her nike skii,1461190477177397250,kcapriii_,False,500,1,1,[],[],[],en
1886564825095938298,Mon Feb 03 23:57:59 +0000 2025,i wonder how many people went and bought the Nike ACG’s cause Carti posted a fit pic wit em,4076320103,BALENCl,False,2419,0,1,[],[],[],en
1886564791231160655,Mon Feb 03 23:57:51 +0000 2025,@Nike can y'all please stop playing with my emotions? Y'all knew this was gonna sell out in size XL. So we need XXL too. Overstock. https://t.co/9A7xnBP2XZ,1743991543109693440,fortunetleeme,False,18,0,0,[],['@Nike'],['https://t.co/9A7xnBP2XZ'],en
1886564753725648971,Mon Feb 03 23:57:42 +0000 2025,3rd and 14 BTW,1135334755359047680,NikeCortezzz,False,18,0,0,[],[],[],en
1886564600180527367,Mon Feb 03 23:57:06 +0000 2025,"So... we need to spend trillions and trillions of dollars propping up other countries, for... ever? Because if we don't, we might be ""perceived"" as what we actually are?
That's just stupid.
What exactly are the benefits that these so called ""allies"" provide? All they do is trash us and take.
No more ass kissing these globalists.
Your way of thinking makes the USA a joke to the rest of the world.",855980164202639361,MoonCrow11,False,10632,0,0,[],[],[],en
1886564581587222701,Mon Feb 03 23:57:01 +0000 2025,Need that Nike outfit,280832990,OGLeak,False,1626,0,0,[],[],[],en
1886564547638558779,Mon Feb 03 23:56:53 +0000 2025,@TheEuropeanLad Wtf are u talking about,1620236012919078912,BigTigahNike,False,8,0,0,[],['@TheEuropeanLad'],[],en
1886564477312884767,Mon Feb 03 23:56:36 +0000 2025,My type…. I’ll get her hella Nike…. She just do it,3119254757,Cvt_jd,False,1248,0,0,[],[],[],en
1886564473898459254,Mon Feb 03 23:56:35 +0000 2025,@NBA2K That’s why I signed with Nike in 2k !,1240287418353364992,1wayglokkbrazy,False,48,0,0,[],['@NBA2K'],[],en
1886564403211882904,Mon Feb 03 23:56:19 +0000 2025,@EssexPR Freezing our pensioners and taking our money so we can supply illegals with the latest nike tracksuit....,3013044358,RobFranklin123,False,23,0,0,[],['@EssexPR'],[],en
1886564270634086736,Mon Feb 03 23:55:47 +0000 2025,Central Cee Likes to Think He Made Nike Tech Fleece Tracksuits Popular https://t.co/VLz0G3OHZk,170830333,syncmashene,False,1040,0,0,[],[],['https://t.co/VLz0G3OHZk'],en
1886768053708579237,Tue Feb 04 13:25:33 +0000 2025,"@Nike @janniksin Would you PROTECT WOMEN SPORTS…. Instead of business as usual? Would you…. JUST DO IT? 

https://t.co/6V3yv6mFUF",1598305629176668160,Simina_123,False,556,0,3,[],"['@Nike', '@janniksin']",['https://t.co/6V3yv6mFUF'],en
1886609133639471294,Tue Feb 04 02:54:03 +0000 2025,@Nike @janniksin Dear Nike…,1594875595531468806,nikolina0315,False,974,0,8,[],"['@Nike', '@janniksin']",[],en
1886547314661310568,Mon Feb 03 22:48:24 +0000 2025,"@Nike 

And you have this vile person as a Brand Ambassador???   

Matildas captain Sam Kerr called a police officer “f---ing stupid and white”

https://t.co/QO0ms0Ahfi",1798226839523168256,dwk1889392,False,281,2,7,[],['@Nike'],['https://t.co/QO0ms0Ahfi'],en
1886517011628671459,Mon Feb 03 20:48:00 +0000 2025,"@Nike @Madison_Keys Thank goodness Madison is not in high school or college
https://t.co/aura47v6NX",1546334125618896896,ThatsniceH,False,2014,0,2,[],"['@Nike', '@Madison_Keys']",['https://t.co/aura47v6NX'],en
1886496864926884076,Mon Feb 03 19:27:56 +0000 2025,@Nike y’all can keep the Bred I’m reaching for the stars! https://t.co/kLigPjf63Y,235347464,Harry_Suede,False,98,0,2,[],['@Nike'],['https://t.co/kLigPjf63Y'],en
1886439298515251653,Mon Feb 03 15:39:11 +0000 2025,"@Nike @janniksin Stick up for the girls!!

https://t.co/ynRZzyTjh3",1688366070,sullivan_bamy,False,104,0,2,[],"['@Nike', '@janniksin']",['https://t.co/ynRZzyTjh3'],en
1885745994123653226,Sat Feb 01 17:44:15 +0000 2025,@Nike RELEASE THE PICS,1117275474856595456,SteeloPHX_,False,2052,0,3,[],['@Nike'],[],en
1885350478256496643,Fri Jan 31 15:32:36 +0000 2025,@Nike @nikestore @snkr_twitr I thought nobody wanted these...fastest L of my life smh 🤬🤦🏾‍♂️ https://t.co/Dkhh3Ra9Yh,1512791186985164802,Brandon25310904,False,180,0,2,[],"['@Nike', '@nikestore', '@snkr_twitr']",['https://t.co/Dkhh3Ra9Yh'],en
1886922654512304224,Tue Feb 04 23:39:52 +0000 2025,@nike can we (Indiana Fever) get a new uniform this year? 🙂,1188689533476528129,fl0ridab0yruss,False,820,0,2,[],['@nike'],[],en
1886918829173051762,Tue Feb 04 23:24:40 +0000 2025,@Nike @nikestore  devastated 💔 https://t.co/KkzzRLxUZ8,399750903,Mosquedaway,False,326,0,0,[],"['@Nike', '@nikestore']",['https://t.co/KkzzRLxUZ8'],en
1886918634053705884,Tue Feb 04 23:23:54 +0000 2025,@nike if I can’t be apart of SNKRS pass then don’t put it on my feed,1117170756,Draristotle,False,406,0,0,[],['@nike'],[],en
1886916196974649421,Tue Feb 04 23:14:13 +0000 2025,@Nike will you stand up for women and girls in sports?,27072869,fairbanksdan,False,95,0,1,[],['@Nike'],[],en
1886902769300238457,Tue Feb 04 22:20:51 +0000 2025,@Nike y’all have to stop narrowing all the shoes at the toes. Look at this image. The toe is anatomically out the shoe.,1089800801474826240,knowledge_is_ki,False,340,0,0,[],['@Nike'],[],en
1886901207182025002,Tue Feb 04 22:14:39 +0000 2025,@nike DO IT✔️ NOW‼️,22766075,Faith703,False,237,0,0,[],['@nike'],[],en
1886900027760562489,Tue Feb 04 22:09:58 +0000 2025,@UnderArmour is there a delay to this year's BHM Collection ?,369196522,poetpride87,False,3,0,0,[],['@UnderArmour'],[],en
1886899328016638374,Tue Feb 04 22:07:11 +0000 2025,@Nike Will you stand up for us? #SaveWomensSports,1876817907554177024,KaitlynSpeaks,False,157,0,0,['#SaveWomensSports'],['@Nike'],[],en
1886885670792434011,Tue Feb 04 21:12:55 +0000 2025,@Nike ….your move,272240195,TheDinger21,False,312,0,0,[],['@Nike'],[],en
1886873104716022203,Tue Feb 04 20:22:59 +0000 2025,@Nike Nike has the best employees and I am impressed with Tyree( for answering all my questions with lots of patience) for 2 days . Dani being  a wonderful customer service person . Talbots and Tommy Hilfiger needs training from Nike.,1737715107776376832,RimaBan2115095,False,8,0,1,[],['@Nike'],[],en
1886861886630867331,Tue Feb 04 19:38:24 +0000 2025,@Nike well???,1466537624349417473,Dina_Shakti,False,6315,0,0,[],['@Nike'],[],en
1886857380878495785,Tue Feb 04 19:20:30 +0000 2025,"@Nike enough of your silence. 
Girls and women are being erased in their own sports and spaces. 
STAND UP for them. 
If you don’t - when this is all over - you will always be remembered for NOT “just doing it” 
#SaveWomensSports #WomenAreHumanToo",20228837,emmako,False,2236,0,0,"['#SaveWomensSports', '#WomenAreHumanToo']",['@Nike'],[],en
1886855728641499553,Tue Feb 04 19:13:56 +0000 2025,@Nike well will you?,44885702,Murnettie,False,232,0,0,[],['@Nike'],[],en
1889100244048343415,Mon Feb 10 23:52:50 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Wrong.,1506795189507031046,lpaterno210,False,51,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889099204758319592,Mon Feb 10 23:48:42 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Remember, NIKE is for money, not for women. If NIKE supported women, they would agree that men do not belong in womans sports. Namely Trans competition is putting a person that likes to look like a woman but has the lungs, hands, muscles, size, etc. of a MAN.",1494762279514034184,CassieLillian,False,1095,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889099085929447662,Mon Feb 10 23:48:14 +0000 2025,@adidas I need some OG Country in men's purple please.  Size 13. Do better lol,192245931,KING_in_MEMPHIS,False,4472,0,0,[],['@adidas'],[],en
1889098808002539846,Mon Feb 10 23:47:08 +0000 2025,@Nike BOYCOTT NIKE! THERE ARE LOTS OF BRANDS TO WEAR! NIKE AND BUDWEISER TWO PEAS IN A BOD! Lots and lots of other beer and lots and lots of other brands! DON’T NEED EITHER ONE!,1510979927906172933,McMccollam,False,680,0,0,[],['@Nike'],[],en
1889097700949348480,Mon Feb 10 23:42:44 +0000 2025,@Nike @its_whitney You’re vile misogynists who defend violence by men against women and call it “sport.”,1594131900,AugustinaJJD,False,2030,0,1,[],"['@Nike', '@its_whitney']",[],en
1889097459068002715,Mon Feb 10 23:41:46 +0000 2025,@Nike your Superbowl ad was disgusting.,58814712,49gentrybrenda,False,1340,0,0,[],['@Nike'],[],en
1889097267002700172,Mon Feb 10 23:41:00 +0000 2025,@Nike @its_whitney Lol its garbage,907115792226906112,Ser_Velvet,False,150,0,1,[],"['@Nike', '@its_whitney']",[],en
1889097255933612416,Mon Feb 10 23:40:58 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Aren’t you for men in women’s sports? 😒,1540497957782523904,LGBFJB1168,False,369,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889096784250814892,Mon Feb 10 23:39:05 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh No, women are told they have to compete with MEN, which you, as a company, support. Should women ""win anyway"" against MEN?",758410345,kmjohnlocky,False,39,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889096362203259052,Mon Feb 10 23:37:25 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Now there is one more guarantee…..women  won’t  have  to  compete  against  men  in  WOMENS  sport.,869984022759395340,JayNeckhammer,False,486,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889096111677165857,Mon Feb 10 23:36:25 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Beautiful, Nike. Women move the world forward, not backward. Let’s fight together.⚽️",1730697346801901568,ee9693392680421,False,1,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889096067666313411,Mon Feb 10 23:36:14 +0000 2025,@Nike @its_whitney Nike still supports men in women’s sports. This ad means nothing.,190904024,Robyna14,False,46,0,0,[],"['@Nike', '@its_whitney']",[],en
1889094948424921575,Mon Feb 10 23:31:48 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh All i kept thinking about during your ad @Nike, was the vastly superior one from @xx_xyathletics 

'Bo knows' you're a bunch of spinless aholes.",1837936202642538496,Dirtsider73,False,27,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh', '@Nike', '@xx_xyathletics']",[],en
1889094860763725971,Mon Feb 10 23:31:27 +0000 2025,@Nike is a garbage company,1276651486752243712,krafka_michael,False,8030,0,0,[],['@Nike'],[],en
1889093667618759041,Mon Feb 10 23:26:42 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Ok … is it you can’t win against men in women’s sports. 
So women need too train harder “just do it”",1553149501883711489,stone_crone,False,811,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889093658827465027,Mon Feb 10 23:26:40 +0000 2025,@Nike fade into irrelevancy,1348504090200989697,RepBusinessDir,False,3706,0,1,[],['@Nike'],[],en
1889093040658170130,Mon Feb 10 23:24:13 +0000 2025,@Nike I cannot stress this enough but CC got green eyes not brown ok… if you guys go and edit her photos again. Thank you! https://t.co/F5F9ZIYqkK,172910761,ouatdemii,False,3934,0,0,[],['@Nike'],['https://t.co/F5F9ZIYqkK'],en
1889092810521162068,Mon Feb 10 23:23:18 +0000 2025,@Nike When are you going to stop using slave and child labor to make your over priced products? https://t.co/RDvYPt9D5f,246663137,huckman316,False,199,0,0,[],['@Nike'],['https://t.co/RDvYPt9D5f'],en
1889092348875096358,Mon Feb 10 23:21:28 +0000 2025,@Nike This is spot on.  You were silent when men invaded women’s sports.  You were complicit in undermining women athletes.  You should sit this one out…too little too late.,130248742,Jennykins63,False,448,0,0,[],['@Nike'],[],en
1889089921589342311,Mon Feb 10 23:11:49 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh I bet these evil, but invisible, people yelling at chics in sports are the same ones who steal socks from my dryer. Thank you Nike for spotlighting this critical issue! 

I need my socks back.",16349164,michaelrentiers,False,1683,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889089737522331875,Mon Feb 10 23:11:05 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Fake
Stand up for girls sports
Or be quiet
We the customers see thru you",1519279026979819520,cyannbartlett,False,579,0,1,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889089329038840032,Mon Feb 10 23:09:28 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh You can’t win, so win?? The ever loving fuck does that mean?",1810780062733713408,BettyD547689,False,86,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889088620830609899,Mon Feb 10 23:06:39 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Horrible message, horrible commercial. Nike just sucks.",1810780062733713408,BettyD547689,False,86,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889088052934357113,Mon Feb 10 23:04:24 +0000 2025,@Nike Angle Reese. 2024 air ball champion wnba https://t.co/6WWNmV2JZ2,193256495,3k1d,False,101,0,0,[],['@Nike'],['https://t.co/6WWNmV2JZ2'],en
1889087483603763454,Mon Feb 10 23:02:08 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Bio Men are men. Period. And, if we need to reinforce Title 9 to keep these nuts away from women in sports, we will.

Nike, you keep about 3% of fans who get off on this crap.
You lose about 70%.",1354214961023651840,Somespeakup,False,193,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889086882606371177,Mon Feb 10 22:59:45 +0000 2025,@Nike women do not agree to give up our safety/spots/awards/places/spaces to confused men.  Full stop.,954717760319250432,lissamac15,False,73,0,0,[],['@Nike'],[],en
1889085516995502222,Mon Feb 10 22:54:19 +0000 2025,@Nike ever heard of @HuskerVB,1797768374098747392,Gerdbertt,False,46,0,0,[],"['@Nike', '@HuskerVB']",[],en
1889084724058243315,Mon Feb 10 22:51:10 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Nike supports men playing in women’s sports. Sit down.,1531367871275745282,RedWaveLLC,False,2141,0,4,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889082918808736051,Mon Feb 10 22:43:59 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Stop with the oppression and victimhod Woke narratives, losers.  Just make it about talented women (adult human females), FFS!",1480976099039272961,SpaceWoot,False,613,0,3,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889082781331759274,Mon Feb 10 22:43:27 +0000 2025,"@Nike @its_whitney 🖕 you. Men pretending to be women do not belong in REAL WOMEN’S SPORTS! oh, and…. There are only TWO genders.",1519558881537581057,patti_lake,False,3837,0,2,[],"['@Nike', '@its_whitney']",[],en
1889082137690726649,Mon Feb 10 22:40:53 +0000 2025,@Nike what the hell is wrong with you? How do you make a commercial and not mention Clark? I will never buy anything from you ever again unless it’s a Clark item ever.  So over the white hate!,1340771592998150152,tpenley1971,False,281,0,3,[],['@Nike'],[],en
1889080813855314069,Mon Feb 10 22:35:38 +0000 2025,"@Nike @nikebasketball  seriously, does your owner, children of the owner, relative of the owner low key hate CC or what? What kind of fuckery you guys not mentioning CC?",1791925532910612480,Leah_Rising,False,12,0,6,[],"['@Nike', '@nikebasketball']",[],en
1889079703136342158,Mon Feb 10 22:31:13 +0000 2025,@adidas @newbalance Headed to Costa Rica for Goodwill Trip. Team jogging suits needed.,51815545,NYFinestBeisbol,False,2275,0,0,[],"['@adidas', '@newbalance']",[],en
1889076687016472901,Mon Feb 10 22:19:14 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Could watch Caitlin Clark all day!,1678604714835886081,Youraccess2me,False,6,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889076333268898122,Mon Feb 10 22:17:49 +0000 2025,@Nike nails it again. These shoes are sexy af. Great mix of the classic late 80s Jordan's with modern styling. Might try red laces but 10/10 anyways. https://t.co/WjGdgCCRhv,1753802746669473792,JesseJamesAinj,False,623,0,0,[],['@Nike'],['https://t.co/WjGdgCCRhv'],en
1889075829511958943,Mon Feb 10 22:15:49 +0000 2025,@Nike #boycottnike go woke go broke,794566447179517953,DiamondHranxh,False,8,0,0,['#boycottnike'],['@Nike'],[],en
1889074517676564550,Mon Feb 10 22:10:36 +0000 2025,@Nike @nikebasketball I need a date for the new @_ajawilson22 T-shirt..I must have refreshed this Nike app a million times today.hoping not to miss the drop,1152556387,alysianelson,False,72,0,1,[],"['@Nike', '@nikebasketball', '@_ajawilson22']",[],en
1889074449066176729,Mon Feb 10 22:10:20 +0000 2025,@Nike Is Nike talking about all the joos money ? I don’t get it?,1854209419829231616,huwhitedevil,False,114,0,1,[],['@Nike'],[],en
1889073930188845148,Mon Feb 10 22:08:16 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh One of the worst commercials of the night.,1585808997805957122,chad_loudin,False,6,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889073675615293751,Mon Feb 10 22:07:16 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh I cam , i just did it",1460896744942850049,_FUJOTUPU_,False,321,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889073425341411814,Mon Feb 10 22:06:16 +0000 2025,@Nike lol your stupid commercial  -you can’t win so win 🤣- you are too late BRO!!! You really don’t understand women 🤣😂😂😂🤣😂😂😂🤣😂,1844510789014781956,DragonitaXX,False,27,0,0,[],['@Nike'],[],en
1889072855545229314,Mon Feb 10 22:04:00 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh NEVER going to trust you again Nike. First, Alberto Salazar was a doper. Second, you're fine with men in women's sports. Third, you constrain or cancel contracts when athletes get pregnant. Maybe you'd change that if it was a ""man"" who was pregnant.",16338442,BethBridges,False,20849,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
1889072282565493127,Mon Feb 10 22:01:44 +0000 2025,"@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh Do you support trans women competing with biological women, @Nike?",948576577821929477,AnonBecauseOf,False,5603,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh', '@Nike']",[],en
1889072095717437759,Mon Feb 10 22:00:59 +0000 2025,@Nike @officialdoechii @CaitlinClark22 @Jujubballin @sabrina_i20 @alexiaputellas @MalPugh You think being told you can’t do it is a woman only issue?,1083314689499643904,HomerHaze,False,454,0,0,[],"['@Nike', '@officialdoechii', '@CaitlinClark22', '@Jujubballin', '@sabrina_i20', '@alexiaputellas', '@MalPugh']",[],en
